Rest_id,Rest_name,Cuisines,CFT,Locality,Total_Orders,Late_Night_Orders,Priority,Zomato_Ratings,Zomato_total_votes
14696,Satya's Chinese Kitchen,"Chinese,Fast Food",300,Alwal Road,361,-,P5,-,-
14698,Coffee Beanz,"Cafe,Beverages",200,Alwal Road,87,-,P5,-,-
14699,Sydney 4 Restaurant,"Chinese,Indian,Tandoor",350,Old Alwal Road,284,-,P5,-,-
14700,Sydney 4 Bakery,Bakery,200,Old Alwal Road,591,-,P5,-,-
14701,Biryani 365,Biryani,500,DLF Phase 3,886,1,P4,3.2,21
14702,Pulao Restaurant,Indian,300,Jeedmetla Road,255,-,P5,-,-
14704,Dosa Palace,South Indian,150,Medchal Road,60,-,P5,-,-
14705,Bombay Chat - Las Vegas Drive In,Chaat,200,Medchal Road,134,-,P5,-,-
14706,We Love it - Las Vegas Drive In,"Continental,Indian",350,Medchal Road,148,-,P5,-,-
14708,Chinese Empire - Las Vegas Drive In,Chinese,300,Medchal Road,250,-,P5,-,-
14709,Dhaba 44 - Las Vegas Drive In,Indian,300,Medchal Road,82,-,P5,-,-
14710,Grill Citi - Las Vegas Drive In,Tandoor,300,Medchal Road,376,-,P5,-,-
14711,Burger Singh,Fast Food,600,Sector 4,1122,226,P0,3.5,165
14712,Robusta Lounge,Continental,300,Medchal Road,20,-,P5,2.9,5
14713,Royal Bawarchi,"Chinese,Indian,Tandoor",300,Medchal Road,252,-,P5,-,-
14714,Purnabramha,Maharashtrian,100,"Inorbit Mall, EPIP Area",173,-,P3,-,-
14715,Gohan Grill and Bistro,Japanese,1000,Sector 15,4,-,P4,-,-
14717,Delish Bake N Choc,"Desserts,Continental",200,Sector 46,23,-,P3,-,-
14719,Hotel Vibhavari,"Chinese,Indian,Tandoor",300,Medchal Road,314,-,P5,-,-
14721,Amigo's Kitchen,"Chinese,Indian,Tandoor",300,A Muni Reddy Layout,655,-,P3,-,-
14722,Sri Bommarilu Restaurant,"Chinese,Indian,Tandoor",400,Quthbullapur Main Road,351,-,P5,-,-
14723,Fresco Eatery,"Pizzas,Continental",400,Adj Cine Planet Multiplex,104,-,P1,3.7,105
14724,Murugan Idli Shop,South Indian,300,Velachery,2325,-,P0,3.9,81
14725,Le Wrap Factorie,"Continental,Mexican",500,Chetpet,242,-,P1,3.3,17
14730,New Jeet's Kitchen,"Chinese,Indian,Tandoor",400,FB Colony,343,1,P5,-,-
14731,Nawab's Dine,"Chinese,Indian,Tandoor",500,Medchal Road,446,-,P5,3.3,85
14733,Farooqui's,"Chinese,Chettinad,Indian,Grill,Tandoor",250,Mogappair East,212,-,P2,3.4,30
14734,The Table,Desserts,400,Annanagar East,269,-,P2,3.7,36
14735,Creamy Inn,Ice Cream,250,AB Block,279,36,P2,3.7,157
14736,Creamy Inn,Ice Cream,250,Anna Nagar,144,-,P2,-,-
14737,Pure Andhra Style Reddy's Restaurants,Andhra,500,17th Cross,1167,140,P3,3.3,68
14738,Have More,"North Indian,Punjabi,Mughlai",600,HRBR Layout,1359,-,P2,3.8,82
14739,Biryani Treats,Biryani,250,Hennur Main Road,69,1,P4,-,-
14741,Ice Creamery,Desserts,250,Road no 2 Banjara Hills,150,36,P5,4.1,122
14742,NNB Grand 360,"Chinese,Indian,Tandoor",500,Alwal Circle,1182,-,P5,-,-
14743,Makers of Milkshakes,"Desserts,Beverages",350,Karkhana Road,254,-,P5,-,-
14744,The Bagel Shop,"American,Cafe",950,Carter Road,360,-,P1,3.9,1299
14747,Gabbar's Grill & Fry,"North Indian,Chinese,Seafood",500,Oshiwara,38,4,P1,4.2,264
14748,Coffee by Di Bella,"Cafe,Desserts",650,BKC,178,-,P2,-,-
14749,Francesco's Pizzeria,"Italian,Salads,Pizzas,Healthy Food",1000,Phoenix Mills,410,9,P1,4,1086
14751,Francesco's Pizzeria,"Italian,Healthy Food,Salads,Pizzas",1000,Kemps Corner,297,8,P1,3.6,350
14752,Francesco's Pizzeria,"Italian,Healthy Food,Salads,Pizzas",1000,"Off Perry Cross Road, Bandra West",272,10,P3,3.9,131
14753,Biryani Mall,"North Indian,Chinese,Fast Food",500,Veera Desai Road,135,7,P3,2.8,53
14754,The Mustard House,"Mughlai,Bengali",200,Chakala,482,30,P5,3.4,83
14757,Ocean Grill Multi Cuisine Family Restaurant And Bar,"North Indian,Chinese,South Indian,Seafood",500,Majiwada,193,11,P3,-,-
14758,Mama's Rasoi,"North Indian,Chinese,Mughlai",550,"GB Road, Kasarvadavli",279,8,P3,3.6,98
14759,Subway,"American,Fast Food",350,Infinity Mall,1241,18,P2,3,172
14761,Deori,"Punjabi,Indian,Awadhi",3000,Road no 2 Gachibowli,56,-,P5,-,-
14763,Tea Trails,Cafe,850,Opp Raheja Arcade,146,-,BLANK,3.8,154
14765,Goli Vada Pav No. 1,Fast Food,350,Krishna Apra Plaza,262,2,BLANK,3.8,39
14775,Au Bon Pain,"Cafe,Bakery,Beverages",650,Woodland Multispeciality Hospital,52,-,P4,-,-
14776,Au Bon Pain,"Cafe,Bakery,Beverages",650,Quest Mall,144,-,BLANK,3.7,337
14777,Pizza Hut,"Fast Food,Pizzas",750,Gareen Harvest Building (272),179,-,BLANK,-,-
14778,Pizza Hut,"Fast Food,Pizzas",750,Kohinoor Arcade (273 ),236,-,BLANK,-,-
14779,Pizza Hut,"Fast Food,Pizzas",750,Rajveer Place (297),193,-,BLANK,-,-
14780,Pizza Hut,"Pizzas,Fast Food",750,Wakad Road (21C),6,-,BLANK,-,-
14781,Pizza Hut,"Fast Food,Pizzas",750,Ozone Spring (22C),327,-,BLANK,-,-
14783,Turkish Shawarma,"Fast Food,Lebanese",200,Suchitra Crossroads,418,-,P5,-,-
14786,Collage,"North Indian,Chinese,Continental,Italian",2500,Road no 2 Gachibowli,3,-,P2,-,-
14787,Swagath Grand,"Chinese,Indian,Tandoor",500,Medchal Road,1680,-,P5,2.6,110
14789,Curry Shurry,"North Indian,Biryani,Mughlai,Tandoor",500,Model Town 3,520,-,P3,2.9,35
14790,Yamu's Panchayat,Paan,100,NDMC Market,8,3,P0,3.8,126
14792,Keventers,Beverages,400,Mall of India,256,-,P2,-,-
14793,HotMess,"North Indian,Fast Food,Mediterranean,Asian",1200,M Block,8,-,P1,4.3,1305
14795,Masala House,Indian,1800,Sunder Nagar,24,-,P3,4.1,176
14796,Quicurry,"North Indian,South Indian,Asian",700,11th Cross,196,8,P3,3.7,105
14797,Kritunga,"Andhra,Biryani",750,Vydehi Hospital Circle,2376,-,P3,2.9,219
14798,Baskin Robbins,"Desserts,Ice Cream",250,9th Block,53,-,P4,-,-
14799,Baskin Robbins,"Desserts,Ice Cream",250,Benson Town,69,-,P1,-,-
14802,Baskin Robbins,"Ice Cream,Desserts",350,Purna Das Road,241,21,P0,3.3,10
14811,Himalaya,"Mughlai,Biryani,Tandoor",400,Atta Market,471,94,P4,2.2,41
14812,Mezbaan Canteen,"Indian,Chinese",350,JNU,643,-,P1,-,-
14813,Masala Bytes,"Indian,Chinese",350,Munirka,24,-,P2,3.4,139
14813,Mezbaan Restaurant,"Indian,Chinese",350,Munirka,172,-,P2,3.4,139
14816,Midnight Mania,"Continental,Pizzas",300,6th Block,309,205,P4,3.7,130
14817,Tandoori Hut Take Away Counter,"Biryani,Indian",400,6th Block,183,97,P4,-,-
14818,Conversationz Cafe,"North Indian,Chinese,Continental",500,BTM 2nd Stage,76,-,P3,3.5,154
14819,Mudpipe Cafe,"Continental,Tandoor",500,ITI Colony,71,-,P1,4.2,273
14820,Mudpipe Cafe,"Continental,Italian,Mexican",350,Suddagunte Palya,69,-,P1,3.4,161
14821,Red Onion,"North Indian,Chinese,Tandoor",700,Shantinagar,110,-,P2,3.9,242
14824,Little Italy,"Italian,Mexican",1200,Anna Nagar,150,-,P1,4,263
14825,Little Italy,"Italian,Mexican",1200,Besant Nagar,341,-,P1,4.3,949
14828,Bon Chocolate,"Desserts,Chaat,Bakery",250,KK Nagar,41,-,P2,3.5,28
14829,Shakes N Creams - Group of Adyar Bakery,"Chaat,Ice Cream,Juices",100,Sardar Patel Road,113,-,P3,-,-
14830,Masa Restaurant,"Chinese,South Indian,Indian,Grill,Tandoor",300,Mount Road,31,-,P4,-,-
14832,Adyar Bakery,"Chaat,Bakery",100,Sardar Patel Road,248,-,P3,-,-
14834,Hotel Saravana Bhavan,"North Indian,South Indian",300,Egmore,724,-,P2,3.4,80
14835,Sangeetha Veg Restaurant,"North Indian,South Indian",450,Gandhi Nagar,4325,-,P1,3.9,725
14836,Pakwan,"North Indian,Chinese",500,Shivpuri,518,-,P1,3.4,62
14837,High Street,"Chinese,Andhra,Biryani,Chaat,Continental,Indian,Tandoor",600,Sector 7,1171,177,P4,2.4,74
14841,Crunkz,"Kerala,Chinese,Tandoor,Indian",800,Parangi Palaya,300,12,P2,2.7,154
14842,Mudpipe Cafe,"Continental,Mexican",500,Cunningham Road,79,2,P2,-,-
14843,Flavours,"Chinese,Indian",350,Sector 46,172,-,P3,-,-
14846,Hunger's Hub,"North Indian,Chinese,Mughlai",350,Sector 25,65,-,P3,3.1,18
14847,Kabab Hut,"North Indian,Chinese,Mughlai",350,Ashish Corporate Tower,151,9,P2,3.2,62
14849,Nazeer Delicacies,"Mughlai,Indian",600,NFC,250,-,P1,3.3,28
14853,Yumz,"Chinese,Continental,Italian,Mexican,Indian",700,DLF Phase 1,51,-,P2,-,-
14854,The Laughter Chapter Cafe,"Italian,Mexican",350,Opp. MCC College,66,-,P1,3.8,614
14856,Mi Hi Koli,"Seafood,Maharashtrian",600,Teen Petrol Pump Junction,141,-,P1,3.4,230
14857,Sushi Koi,"Japanese,Sushi",1000,Carter Road,153,-,P2,-,-
14858,Jugheads,"Chinese,Continental",1600,Bandra West,149,13,P1,-,-
14859,The Spice Room,"North Indian,Chinese",1000,Vatika Business Park,89,3,P2,3.4,159
14860,Apoorva's Sangeetha Veg,"Chettinad,North Indian,Chinese,South Indian",400,Aminijikarai,1846,-,P2,3.2,61
14861,Apoorva's Sangeetha Veg,"North Indian,Chinese,Chettinad,South Indian",400,Nungambakkam,2136,-,P2,3.8,229
14862,Apoorva's Sangeetha Veg,"Chettinad,North Indian,Chinese,South Indian",400,Greams Road,1486,-,P3,-,-
14865,Ruchirangan,"Fast Food,Maharashtrian",250,Ganga Bhagyoday,92,-,P3,-,-
14868,MAK BITTS - Tandoori Stall,"North Indian,Mughlai",400,East Street,65,-,P4,-,-
14869,Charminaar Biryani,"North Indian,Mughlai",350,"Model Colony, Opp Ambassador Hotel",93,-,P3,-,-
14873,The VJ Cafe,"Desserts,Fast Food",400,Bhaidas Auditorium,2276,-,P1,-,-
14874,Healthy Treats,"Desserts,Bakery",400,Palli Hill,73,-,P2,3.8,117
14878,Khushboo Restaurant,North Indian,300,Near Shamshan bhumi,27,-,P3,-,-
14880,Shreeji Naan & Paratha,North Indian,300,Akurdi railway station,436,-,P2,-,-
14881,Shahji's Parantha House,North Indian,500,Laxmi Road Ravivar Peth,120,-,P1,-,-
14882,The Magical Spice,Chinese,300,Hema Colony garden,59,-,P3,3.1,9
14883,Chefs Pan Cafe,"Italian,Mexican",300,Near Chaitanya Paratha,395,-,P3,3.3,13
14884,The Thickshake Factory,"Desserts,Juices",350,Advocates Colony,1590,241,P5,-,-
14885,Shake Bar - Circuit Drive Inn,"Beverages,Juices",350,White Field Road,472,85,P5,-,-
14886,Chinese Wok - Circuit Drive Inn,Chinese,350,White Field Road,5611,1645,P5,3.5,20
14887,Allam Chutney - Circuit Drive Inn,South Indian,200,White Field Road,302,81,P5,-,-
14888,House Of Pulav - Circuit Drive Inn,"Andhra,Biryani,South Indian",400,White Field Road,5157,1575,P5,2.8,16
14889,Sai Ganapathi Tiffins & Meals,South Indian,200,Indira Nagar Colony,1868,-,P5,-,-
14890,Coffee House,"Cafe,Pizzas",300,"Phase 1, KPHB",19,-,P5,-,-
14891,fRoll House,"Fast Food,Street Food",150,Medchal Road,59,-,P5,-,-
14892,Shahi Biryani Darbar,"North Indian,Chinese,Fast Food",500,Trimulgiri 'x' Roads,2421,108,P5,3.5,34
14894,Rk Sweets and Juices,"Desserts,Juices",200,Madhuranagar,208,-,P5,-,-
14895,Yet To Be Named,"Chinese,Continental,Indian",800,Kousalya Enclave,277,11,P5,-,-
14897,Subway,"American,Fast Food",350,Pillar No. 29,472,-,P5,2.9,37
14899,Namaskaar Hotel,South Indian,250,Radha Krishna Nagar,623,-,P5,-,-
14901,Chef's Garden,"Chinese,Indian,Tandoor",1000,Ghousia Masjid lane,29,1,P2,3.3,183
14903,Rahul Tiffins,South Indian,200,Street no 19,998,-,P2,-,-
14907,French Bread,Bakery,250,Valsarvakkam,121,-,P2,-,-
14911,JP Burma Foods,Burmese,200,Kandanchavadi,143,-,P2,-,-
14912,Mathsya,"North Indian,Chinese,Continental,Italian,Chaat",500,Egmore,1350,143,P0,3.9,794
14914,Petuk Express,"Bengali,Fast Food",130,MGR Main Road,140,-,P1,-,-
14917,Bistro 100,"American,Continental,Italian,European",800,100 Ft Road,127,-,P2,-,-
14918,Sandwich Square,"Beverages,Street Food,Pizzas",150,Teynampet,237,-,P6,0,0
14919,Sandwich Square,"Beverages,Street Food,Pizzas",150,Alwarpet,251,-,P4,2.8,18
14923,Blondies and Brownies by Bakers Lane,"Desserts,Bakery",300,Baby Nagar,158,33,P1,4.4,138
14927,Sandwich Square,Fast Food,300,Spence plaza,104,-,P3,2.7,26
14929,Ryders Inn,"North Indian,Chinese,Biryani,Indian",250,Nanganallur,265,-,P4,-,-
14931,French Bread,Bakery,250,Madurvoyal,47,-,P3,-,-
14932,New Grand Thalapakattu,"Chinese,Biryani,Indian",300,Santhoshapuram,419,-,P2,2.5,37
14933,Tovo,"American,Continental,Indian",800,Rk Salai,365,-,P1,4.3,1432
14934,Murugan Idli Shop,South Indian,300,Nanganallur,943,-,P1,3.3,114
14935,Top Roof Restaurant,"Chinese,Biryani,Indian,Grill,Tandoor",350,Nerkundram,106,-,P2,3.4,32
14936,Donut House,"Desserts,Cafe,Beverages",250,Egmore,315,-,P1,4.1,288
14938,Coco Jaunt 1728,"Street Food,Salads,Beverages,Desserts,Fast Food",300,Adambakkam,52,-,P2,2.3,24
14939,Jonah's Goes Fishing,"Continental,Seafood",700,Palavakkam,498,-,P1,-,-
14941,Cafe Toastie Express,Fast Food,500,Nelson Manickam Road,149,-,P2,-,-
14943,Tovo,"Indian,American,Continental",800,Besant Nagar,197,3,P1,4.3,239
14944,Tovo,"American,Continental,Indian",800,Anna Nagar West,148,5,P1,4,254
14947,Khan Chacha,Mughlai,600,Galleria Market,446,-,P0,3.4,550
14949,Khan Chacha,Mughlai,500,Lajpat Nagar 2,404,-,P0,3.2,36
14950,Khan Chacha,Mughlai,500,Saket,200,-,P0,3.4,511
14951,Khan Chacha,Mughlai,600,CP D block,407,-,P1,3.7,1214
14954,Tomatoes Kitchen,"Chinese,Indian",500,Rajendra nagar market,196,-,P1,2.9,137
14957,Carl's Jr,"American,Fast Food",500,Sector 18,336,-,P1,3.8,486
14958,Carl's Jr,"American,Fast Food",500,Tagore Garden,384,-,P1,3.9,479
14959,Carl's Jr,"American,Fast Food",500,Saket,319,24,P1,4,1033
14964,Abu Faisal Restaurant,Arabian,200,Nizam Colony,605,172,P3,-,-
14965,Momo Jojo,"Chinese,Tibetan",300,7th Phase,689,-,P1,4.5,318
14966,Breakfastkaro.com All Day Breakfast And Brunch,"South Indian,Fast Food",250,Andheri east,1091,-,P2,-,-
14967,Mogli's Coffee,"Cafe,Beverages",300,MG Road,349,-,P3,3.9,45
14968,Shake It Off,Beverages,200,4th T Block,1100,-,P1,4.6,331
14969,Xplode,"North Indian,Chinese",350,Kaikondrahalli,145,-,P2,2.8,248
14970,Kesar,North Indian,500,AECS Layout,3365,-,P1,3.9,829
14972,Mighty Small,"Chinese,Continental",800,Trinity Circle,57,6,P2,-,-
14975,Behrouz Biryani,Biryani,1000,Opposite Apollo Pharmacy,105,-,BLANK,-,-
14976,Behrouz Biryani,Biryani,1000,6th Block,157,2,BLANK,-,-
14977,Behrouz Biryani,Biryani,1000,ITPL Main Road,99,-,P3,2.9,70
14978,Behrouz Biryani,Biryani,1000,Residency Road,122,-,P3,3.4,31
14979,Behrouz Biryani,Biryani,1000,Brigade Metropolis,256,-,BLANK,3.4,63
14980,Behrouz Biryani,Biryani,1000,Near NIFT College,273,1,BLANK,3.4,47
14981,Behrouz Biryani,Biryani,1000,FRMS LAND MARK APARTMENT,144,-,BLANK,-,-
14982,Behrouz Biryani,Biryani,1000,2nd Block Extention,91,-,P2,3,38
14983,Behrouz Biryani,Biryani,1000,Near Infosys Gate 1,113,-,BLANK,3.6,39
14984,Behrouz Biryani,Biryani,1000,24th Main,122,-,P3,3.2,35
14985,Behrouz Biryani,Biryani,1000,Opp to HSBC Bank,12,-,BLANK,-,-
14986,Behrouz Biryani,Biryani,1000,Whitefield Main Road,226,-,P3,3.4,21
14987,Behrouz Biryani,Biryani,1000,Arekere Main Road,160,1,BLANK,3.4,34
14988,Faasos,North Indian,700,Gachibowli Village,760,-,BLANK,3,17
14989,Faasos,North Indian,700,Near ICICI Bank ATM,301,-,BLANK,3.4,12
14990,Cafe Coffee Day,"Fast Food,Cafe",300,Opp.Brookside Hotel,41,4,BLANK,-,-
14991,Cafe Coffee Day,"Fast Food,Cafe",300,Zen Business Center,90,4,BLANK,-,-
14992,Cafe Coffee Day,"Fast Food,Cafe",300,JM Road,136,-,BLANK,-,-
14993,Cafe Coffee Day,"Fast Food,Cafe",300,ICC Teck Park,70,-,BLANK,-,-
14994,Cafe Coffee Day,"Fast Food,Cafe",300,Sachapir Street,84,3,P4,-,-
14995,Mamledar Misal,Street Food,120,Thane,1356,-,P1,-,-
14996,Apsara Ice Cream,Ice Cream,180,Mulund,80,2,P1,3.6,37
14997,Biryani Blues,"Biryani,Mughlai,Hyderabadi",500,Vasant Square Mall,345,-,P2,3.8,138
14998,Sahni's - A Unit of Sahni Fish Corner,"Fast Food,Seafood",350,Dhaka School,140,-,P4,-,-
14999,MovenPick,Ice Cream,600,Mall of India,19,-,P2,4,100
15000,Special Pizza Omelette,Fast Food,300,Sector 7,41,-,P4,3.5,23
15001,Nalwa's Hotspot,"North Indian,Chinese",300,Kalyan Vihar Police Chowki,119,-,P4,-,-
15003,Rainbows,Bakery,200,South Ex Market,44,-,P3,2.6,25
15004,Movenpick,Ice Cream,500,Select Citywalk,6,1,P2,4,137
15005,Nukkadwala,"Fast Food,Street Food",250,JMD Megapolis,84,-,P0,3.4,45
15006,D Food Factory,"North Indian,Chinese",400,C4A Janakpuri,117,-,P0,2.9,9
15007,Jack Po!tato's,Fast Food,250,"Double Storey, Kalkaji",56,-,P3,-,-
15008,Kori's,"Fast Food,Korean",800,Safdarjung Enclave,61,-,P2,3.6,129
15009,Wrap n Roll,"Italian,Chinese,Fast Food",300,"L Block, Dilshad Garden",332,-,P5,-,-
15010,Nathu's Sweets,"North Indian,South Indian",500,Bengali Market,539,-,P2,3.2,427
15011,Aminia - esplanade,"North Indian,Biryani,Mughlai",500,Near New Market,177,-,P0,3.3,2030
15012,Pind Punjabi Dhaba,"North Indian,Punjabi",500,Near Reiance Fresh,98,-,P3,2.9,143
15013,Tulip's Global Cuisine,"Chinese,Italian,Thai,Asian",350,Near Janakalyan school,40,-,P2,-,-
15014,Bistro Y,"North Indian,Mughlai",800,Near Webel Office,33,-,P2,3.6,138
15015,Watz This Friday,"Italian,Fast Food,Asian",900,Near Vivekanand Park,31,-,P2,3.8,338
15018,Sanjha Chulha,North Indian,650,Near Vivekanand Park,860,-,P1,3.9,123
15021,Hunger Strike,Tandoor,300,"M Block Market, Gk1",449,-,P0,3.4,74
15023,Wood Box Cafe,"Italian,Chinese,Mexican,Continental",750,Satya Niketan,170,-,P1,4,1506
15024,Calendar Khana Laao,"Chinese,Indian",1200,Cascade Shopping Centre,306,6,P1,4.3,66
15025,For God's Cake,"Chinese,Italian",500,Hudson Lane,66,-,P1,3.9,549
15026,The Vintage Avenue,"Chinese,Italian",500,Hudson Lane,101,11,P1,3.9,1515
15027,Tandoori Adda,"Chinese,Mughlai,Indian",350,Sector 9-A,138,-,P3,2.8,34
15031,Kathi Junction,Fast Food,300,Near manton-jamesling crossing,247,-,P4,2.6,24
15033,Bandana Chat Centre,"Chinese,Snacks",200,Opposite Liberty Cinema,131,-,P5,-,-
15034,Samrat in Chalukya,"North Indian,South Indian",600,Race Course Road,1102,-,P2,-,-
15035,Cafe Coffee Day,"Fast Food,Cafe",300,LT Road,33,-,BLANK,-,-
15036,Cafe Coffee Day,"Fast Food,Cafe",300,Opp. Taraporewala Garden,72,9,BLANK,-,-
15037,Cafe Coffee Day,"Fast Food,Cafe",300,Andheri Kurla Road,117,2,BLANK,0,2
15038,Cafe Coffee Day,"Fast Food,Cafe",300,BKC Road,141,1,P4,-,-
15039,Cafe Coffee Day,"Fast Food,Cafe",300,Ruparel Gardens,23,-,BLANK,-,-
15040,Taco Bell,Mexican,400,Sector 18,395,-,BLANK,3.6,422
15041,Taco Bell,Mexican,500,Nehru Place Metro Station,655,-,BLANK,4,410
15042,Taco Bell,Mexican,400,Ambience Mall,225,-,BLANK,3.8,1078
15045,Chai Break- kankurgachi,"Italian,Cafe,Fast Food",700,Near Bandhan Bank,173,-,P0,3.7,76
15046,Sahni's - A Unit of Sahni Fish Corner,"Fast Food,Seafood",350,Balaji Complex,100,-,P3,-,-
15048,Kung Pao,"Chinese,Thai,Burmese",700,Near Bypass Dhaba,66,-,P3,2.5,48
15050,Pied Pipers Cafe,"Continental,Italian,Cafe",800,Pied Pipers Cafe,42,-,P5,3.7,90
15051,Cheeni Kum,"North Indian,Chinese,South Indian",1000,Cheeni Kum,280,-,P2,3.6,267
15054,Hotel Saravana Bhavan,"North Indian,South Indian",600,Saligramam,1216,-,P2,3.3,50
15056,Hotel Saravana Bhavan,"North Indian,South Indian",600,KK Nagar,948,-,P2,3.1,78
15058,Hotel Saravana Bhavan,"North Indian,South Indian",600,Pondy Bazaar,1349,-,P2,3.6,187
15059,Suribachi,"North Indian,Chinese,Continental,Italian,Mexican,Thai",1600,Panchshila Park,4,-,P2,3.5,104
15060,Cafe Rendezvous,"North Indian,Chinese,Continental,Italian,Mexican,Thai",1600,Panchshila Park,64,-,P2,3.3,197
15061,Pepper Corn Express,"North Indian,Chinese,Continental,Italian,Mexican,Thai",600,Malviya Nagar,51,-,P3,3.4,50
15062,Bawarchi Khana,"Mughlai,Indian",500,18B New Market Karol Bagh,270,49,P3,3.1,21
15063,Desi Lane,"North Indian,Chinese",1200,Near SBI Bank Alipore,44,-,P4,4.4,230
15064,Green Chilly,"North Indian,Chinese",400,Near Usha Polyclinic,92,-,P5,-,-
15065,Flora,"Chinese,Seafood",850,Thadani Marg,92,7,P2,3.6,269
15067,Kukkad Junction,"North Indian,Fast Food",500,Andheri east,11,-,P4,2.7,4
15068,Alkakori Alkauser,Mughlai,750,R K Puram,179,-,P1,3.7,643
15071,The Fat and the Sexy Chef,"American,Mexican",500,Kedari Petrol Pump,55,-,P2,3.8,67
15072,Denim Bistro,"North Indian,Chinese,Continental",600,Hotel Formule 1,27,-,P3,-,-
15075,Sugran Swayampakghar,"Maharashtrian,Snacks",100,Near Soba Savera Society,43,-,P3,-,-
15076,Red egg,"Chinese,Thai",500,Pan Card Club Road,214,33,P2,3.4,112
15077,Sri Durrga Hotel,Maharashtrian,500,Near Vijay Sales chandan nagar,188,15,P3,-,-
15079,Bridge Point,"North Indian,Chinese",600,Ravet Basket Bridge,51,-,P1,-,-
15081,WYNKK,"North Indian,Chinese,Thai,Indonesian,Malaysian",500,"Range Hills Road, Ashok Nagar",35,-,P1,-,-
15082,Anandi Dining Hall,Maharashtrian,400,Anand Nagar,20,-,P2,3,20
15083,The Bohemian Kitchen,Fast Food,400,Below Kimling Express Kharadi,208,20,P2,3.4,81
15085,Rajmandir Ice Cream,"Desserts,Ice Cream",150,P L Despande garden,98,-,P1,-,-
15088,Indiano Grill,North Indian,500,Anand Nagar,35,-,P1,-,-
15089,One Way Paratha (Kothrud),"North Indian,Fast Food",300,Dahanukar Colony,323,-,P2,-,-
15090,One Way Paratha (Sinhgad Road),"North Indian,Fast Food",300,Opposite Big Bazaar,126,-,P2,3.1,54
15091,Chang's,Chinese,700,Next to apollo clinic viman nagar,1892,4,P1,3.8,992
15092,Pizza & Soup,"Italian,Fast Food,Pizzas",500,Anand Nagar,102,-,P2,-,-
15094,Keya's Biryani Corner,North Indian,400,Near Amrut Ganga Society,45,-,P2,3.2,49
15096,China Green,"Chinese,Tibetan",500,Near Jadavpur Girls High School,889,-,P1,-,-
15098,Wich Way,"Desserts,American,Salads",400,Silicon Valley,565,158,P5,-,-
15100,Subway,"American,Fast Food",350,Anjaih Nagar,633,-,P5,2.6,9
15101,Subway,"American,Fast Food",350,Inorbit Mall,111,-,P3,-,-
15103,Swaadh,"North Indian,Chinese,Andhra,South Indian",500,Inorbit Mall,26,-,P3,-,-
15104,Blanc Glace,"Desserts,Continental,Cafe,Bakery",750,Huda techno enclave,306,3,P5,4.2,186
15105,Eategg.in,"Fast Food,Hyderabadi",250,Guttala Begumpet,191,128,P5,0,1
15106,Saurashtra Ni Rasdhar,Gujarati,300,Sai Empire,306,-,P3,-,-
15107,Sugran Swayampakghar,Maharashtrian,150,Paud road,32,-,P3,-,-
15109,Chai - The Way You Like It,Cafe,400,Runwal platinum,213,-,P2,3.7,39
15111,Sugran Swayapakghar,Maharashtrian,150,Near Alpha hospital,33,-,P3,-,-
15112,Cafe Classic,Fast Food,200,Near Datta mandir Chowk,373,111,P1,3.1,165
15113,Satkar Veg restaurant,"North Indian,Chinese,South Indian",500,Marine Lines,122,-,P3,3.3,89
15115,Urmi's,"North Indian,Biryani,Street Food",400,Sant Nagar,126,-,P2,-,-
15117,Satej Misal Maharashtrian Ana South Indian Food,Fast Food,300,Near Realiance Mart,396,-,P3,-,-
15120,NPB-ND's Chillout Cafe,"Desserts,Fast Food",300,Bhusari Colony,94,-,P3,-,-
15121,Sudit Su's Chinese,Chinese,350,dahanukar colony,301,-,P2,2.3,160
15122,Green Chili,Chinese,450,Hill Road,80,4,P5,3.1,13
15124,Pack a pav,Street Food,500,Pali Hill,540,-,P1,4.3,166
15126,Scoops,Desserts,150,Srinivasa Nagar West,213,-,P5,-,-
15129,Suzette Creperie & Cafe,"French,Cafe",1900,"Fort, Colaba",293,-,P1,-,-
15130,Ragaz,"Chinese,Indian,Tandoor",350,KPHB Phase II,368,-,P5,3.3,36
15131,Suzette Creperie & Cafe,"French,Cafe",1900,Bandra West,484,-,P1,-,-
15132,Suzette Creperie & Cafe,"French,Cafe",1900,Powai,428,-,P2,-,-
15133,Bento Box by Mekong,Pan-Asian,2500,Huda Techno enclave,61,1,P5,-,-
15134,Leminto Cafe,"American,Italian,Indian",500,Serilingampally,265,-,P5,-,-
15135,Balaji Jodhpur Sweets House,Desserts,250,Tara Nagar,500,-,P5,-,-
15136,Chung's Chinese Corner,Chinese,500,CMH Road,607,-,P4,2.4,245
15137,Pot-O-Noodles,"Chinese,Japanese,Asian",450,HAL 2nd Stage,427,-,P4,3.9,189
15139,Chung's Chinese Corner,"Chinese,Thai",500,2nd Stage,367,-,P5,-,-
15140,The English Tea Room,"Continental,Cafe",800,Alwarpet,281,-,P2,3.9,160
15141,Lebanon Restaurant,"Chinese,Biryani,Kerala,Arabian,Indian,Grill,Tandoor,Kebabs",1000,Nerkundram,338,-,P3,2.8,17
15142,Hwealth Cafe,"Continental,Healthy Food",900,5th Block,510,-,P3,3.9,120
15143,Gaylord,"North Indian,Continental,Bakery",1700,"Chowpatty, Fort",124,1,P1,3.6,1479
